////////////////////////////////////////////////////////////////////////////////
//	[ Text  Version ]	0.0.7.8
//	[ 최종 작업자 ]	사재일
//	[ 최종 작업일 ]	2015-08-11-04:53 PM
//	[ 작 업 내 용 ]	대천사의무기 버프 스킬 추가
////////////////////////////////////////////////////////////////////////////////
//버프. 디버프에 상관없이 추가시 제일 뒤에 순차적으로 추가
// 인벤 장착 아이템 관련 부분은 서버와 클라이언트가 다르게 적용되고 있으며
// 클라이언트 용은 인벤장착 아이템부분 주석 처리, 서버용은 인벤장착 아이템 주석 해재 할것


//Index	Viewport index	Item type	Item Index	Name	Type	알림	Clear type	설명	버프값 출력
0	//버프 효과
296	285	255	255	"Burst Mastery"	0	1	1	"Tăng sát thương kĩ năng và tiêu hao Mana"	0
298	286	255	255	"Haste Strengthener"	0	1	1	"Tăng tốc độ đánh và tiêu hao AG"	0
299	286	255	255	"Haste Mastery"	0	1	1	"Tăng tốc độ đánh và tiêu hao AG"	0
301	288	255	255	"Darkness"	0	1	1	"Tăng sát thương nguyền rủa và phòng thủ/Đồng thời giảm HP"	0
302	288	255	255	"Darkness"	0	1	1	"Tăng sát thương nguyền rủa và phòng thủ/Đồng thời giảm HP"	0
303	288	255	255	"Darkness"	0	1	1	"Tăng sát thương nguyền rủa và phòng thủ"	0
304	43	255	255	"Weakness Mastery"	0	1	1	"Hiệu ứng của Weakness giảm cả sát thương thuộc tính của đối tượng"	0
305	43	255	255	"Innovation Mastery"	0	1	1	"Hiệu ứng của Innovation giảm cả phòng thủ thuộc tính của đối tượng"	0
306	289	255	255	"Death Scythe"	0	0	1	"Lưỡi hái tử thần tấn công mục tiêu cùng bạn"	0
307	290	12	471	"Ghost Horse"	0	0	1	"Guardian mount item"	0
308	291	255	255	"Movement speed increase"	0	0	1	"Guardian mount skill only"	0
309	292	255	255	"Elite Monster - Bleeding"	1	0	1	"Elite Monster - Bleeding"	0
310	293	255	255	"Elite Monsters - Poison"	1	0	1	"Elite Monsters - Poison"	0
311	294	255	255	"Elite Monster - Damage Decrease"	1	0	1	"Elite Monster - Damage Decrease"	0
312	295	255	255	"Elite Monster - Attack Speed Decrease"	1	0	1	"Elite Monster - Attack Speed Decrease"	0
313	296	255	255	"Elite Monster - Defense Decrease"	1	0	1	"Elite Monster - Defense Decrease"	0
314	283	255	255	"Wizardry/Curse Damage Increase"	1	0	1	"Wizardry/Curse Damage Increase"	0
315	297	255	255	"Bat Flock"	1	0	1	"Bat take a damage every second"	0
316	298	255	255	"Detection"	0	0	1	"Tạm thời phát hiện vị trí đối phương xung quanh/Kết quả duy trì trong 1 phút"	0
317	299	255	255	"Demolish"	0	1	1	"Bỏ qua %d phòng thủ khi tấn công"	1
318	298	255	255	"Detection Strengthener"	0	0	1	"Tạm thời phát hiện vị trí đối phương xung quanh/Kết quả duy trì trong 1 phút"	0
319	299	255	255	"Demolish Strengthener"	0	1	1	"Bỏ qua %d phòng thủ khi tấn công"	1
320	299	255	255	"Demolish Mastery"	0	1	1	"Bỏ qua %d phòng thủ khi tấn công"	1
321	300	255	255	"Demolish - Reduces Attack Power"	1	0	1	""	1
322	290	12	483	"Ice Dragon"	0	0	1	"Guardian mount item"	0
323	290	12	484	"Ice Dragon (Rare)"	0	0	1	"Guardian mount item"	0
324	301	255	255	"Sword's Fury"	0	1	1	"Biến thành DK chiến/Tầm đánh và sát thương của các kỹ năng đâm được tăng lên"	0
325	302	255	255	"Strong Belief"	0	1	1	"Biến thành DK thủ/Thay đổi hiệu quả của điểm tiềm năng/và bạn có thể sử dụng kĩ năng Solid Protection"	0
326	303	255	255	"Solid Protection"	0	1	1	"Tăng sức tấn công và sức mạnh phép thuật của thành viên/hấp thụ HP của thành viên đó và chịu một phần sát thương"	0
327	301	255	255	"Sword's Fury Strengthener"	0	1	1	"Biến thành DK chiến/Tầm đánh và sát thương của các kỹ năng đâm được tăng lên"	0
328	301	255	255	"Sword's Fury Mastery"	0	1	1	"Biến thành DK chiến/Tầm đánh và sát thương của các kỹ năng đâm được tăng lên"	0
329	303	255	255	"Solid Protection Strengthener"	0	1	1	"Tăng sức tấn công và sức mạnh phép thuật của thành viên/hấp thụ HP của thành viên đó và chịu một phần sát thương"	0
330	303	255	255	"Solid Protection Proficiency"	0	1	1	"Tăng sức tấn công và sức mạnh phép thuật của thành viên/hấp thụ HP của thành viên đó và chịu một phần sát thương"	0
331	303	255	255	"Solid Protection Mastery"	0	1	1	"Tăng sức tấn công và sức mạnh phép thuật của thành viên/hấp thụ HP của thành viên đó và chịu một phần sát thương"	0
332	303	255	255	"Solid Protection Mastery"	0	1	1	"Tăng sức tấn công và sức mạnh phép thuật của thành viên/hấp thụ HP của thành viên đó và chịu một phần sát thương"	0
333	304	255	255	"Solid Protection Effect"	0	1	1	"Nhận được hiệu ứng của Solid Protection"	0
334	302	255	255	"Strong Belief Strengthener"	0	1	1	"Biến thành DK thủ/Thay đổi hiệu quả của điểm tiềm năng/và bạn có thể sử dụng kĩ năng Solid Protection"	0
335	303	255	255	"Solid Protection Enhancement"	0	1	1	"Tăng sức tấn công và sức mạnh phép thuật của thành viên/hấp thụ HP của thành viên đó và chịu một phần sát thương"	0
336	302	255	255	"Strong Belief Strengthener"	0	1	1	"Biến thành DK thủ/Thay đổi hiệu quả của điểm tiềm năng/và bạn có thể sử dụng kĩ năng Solid Protection"	0
339	310	255	255	"Bond - Inactive"	0	1	1	"Buff liên kết không hoạt động/Khi Kundun và Lemuria thành lập nhóm cùng nhau, liên kết của họ sẽ kích hoạt buff liên kết. "	0
340	310	255	255	"Bond"	0	1	1	"Sát thương tăng lên do mối liên kết giữa Kundun và Lemuria"	0
341	310	255	255	"Bond - Party Member"	0	1	1	"Sát thương tăng lên do mối liên kết giữa Kundun và Lemuria/(Các thành viên của nhóm không phải Kundun và Lemuria được tăng sát thương khác nhau)"	0
342	311	255	255	"Bond - Monsters"	0	1	1	"Mối liên kết giữa Kundun và Lemuria tạo ra mối ràng buộc giữa họ/(Quái vật chạm vào sợi dây sẽ bị sát thương.)"	0
343	39	255	255	"Reflection Barrier"	0	1	1	"Tạo ra một hàng rào, có 50% tỉ lệ chặn sát thương/và phản lại một phần khi nhận sát thương lớn"	0
345	39	255	255	"Reflection Barrier"	0	1	1	"Tạo ra một hàng rào, có 50% tỉ lệ chặn sát thương/và phản lại một phần khi nhận sát thương lớn/Đồng thời tăng Mana tối đa"	0
346	1	255	255	"Beginner's ATK Increase"	0	1	1	"Tăng sát thương"	0
347	2	255	255	"Beginner's DEF Increase"	0	1	1	"Tăng phòng thủ"	0
348	87	255	255	"Beginner's Bless"	0	1	1	"Tăng tất cả điểm tiềm năng (C)"	0
349	306	255	255	"20th Anniversary Event Level 0"	0	1	1	"EXP +5%"	0
350	306	255	255	"20th Anniversary Event Level 1"	0	1	1	"EXP +5%"	0
351	306	255	255	"20th Anniversary Event Level 2"	0	1	1	"EXP +5%"	0
352	306	255	255	"20th Anniversary Event Level 3"	0	1	1	"EXP +10%"	0
353	306	255	255	"20th Anniversary Event Level 4"	0	1	1	"EXP +10%"	0
354	306	255	255	"20th Anniversary Event Level 5"	0	1	1	"EXP +10%"	0
355	306	255	255	"20th Anniversary Event Level 6"	0	1	1	"EXP +15%"	0
356	306	255	255	"20th Anniversary Event Level 7"	0	1	1	"EXP +15%"	0
357	306	255	255	"20th Anniversary Event Level 8"	0	1	1	"EXP +15%"	0
358	306	255	255	"20th Anniversary Event Level 9"	0	1	1	"EXP +20%"	0
359	306	255	255	"20th Anniversary Event Level 10"	0	1	1	"EXP +20%"	0
360	306	255	255	"20th Anniversary Event Level 11"	0	1	1	"EXP +20%"	0
361	306	255	255	"20th Anniversary Event Level 12"	0	1	1	"EXP +20%"	0
362	306	255	255	"20th Anniversary Event Level 13"	0	1	1	"EXP +20%"	0
363	306	255	255	"20th Anniversary Event Level 14"	0	1	1	"EXP +20%"	0
364	306	255	255	"20th Anniversary Event Level 15"	0	1	1	"EXP +20%"	0
365	307	255	255	"Spiral Charge"	0	1	1	"Chuyển đổi thành MG Chiến (2 tay)/Tăng sát thương vật lý và phòng thủ/Tăng tầm đánh Chaos Blade và Fire Blood/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
366	307	255	255	"Crusher Charge"	0	1	1	"Chuyển đổi thành MG Chiến (1 tay)/Tăng tốc độ đánh và phòng thủ/Tăng tầm đánh Chaos Blade và Ice Blood/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
367	307	255	255	"Elemental Charge"	0	1	1	"Chuyển đổi thành MG Phép/Tăng sát thương phép và phòng thủ/Tăng tầm đánh Havok Spear/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
368	307	255	255	"Spiral Charge Strengthener"	0	1	1	"Chuyển đổi thành MG Chiến (2 tay)/Tăng sát thương vật lý và phòng thủ/Tăng tầm đánh Chaos Blade và Fire Blood/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
369	307	255	255	"Spiral Charge Mastery"	0	1	1	"Chuyển đổi thành MG Chiến (2 tay)/Tăng sát thương vật lý và phòng thủ/Tăng tầm đánh Chaos Blade và Fire Blood/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
370	307	255	255	"Crusher Charge Strengthener"	0	1	1	"Chuyển đổi thành MG Chiến (1 tay)/Tăng tốc độ đánh và phòng thủ/Tăng tầm đánh Chaos Blade và Ice Blood/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
371	307	255	255	"Crusher Charge Mastery"	0	1	1	"Chuyển đổi thành MG Chiến (1 tay)/Tăng tốc độ đánh và phòng thủ/Tăng tầm đánh Chaos Blade và Ice Blood/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
372	307	255	255	"Elemental Charge Strengthener"	0	1	1	"Chuyển đổi thành MG Phép/Tăng sát thương phép và phòng thủ/Tăng tầm đánh Havok Spear/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
373	307	255	255	"Elemental Charge Mastery"	0	1	1	"Chuyển đổi thành MG Phép/Tăng sát thương phép và phòng thủ/Tăng tầm đánh Havok Spear/đồng thời gây sát thương nổ sau khi đánh 3 lần"	0
374	290	12	75	"Pierce Lion"	0	0	1	"Guardian mount item"	0
375	290	12	76	"Pierce Lion (Rare)"	0	0	1	"Guardian mount item"	0
376	313	255	255	"Exclusive Equipment Additional Effect - Pentagram"	0	1	1	"The ability of the equipment is strengthened by wearing the character's exclusive equipment."	0
377	316	255	255	"Blessing of Experience"	0	1	1	"You are blessed with experience/acquire an additional 35% of the base experience."	0
378	308	255	255	"Chaos Blade"	1	1	1	""	0
379	308	255	255	"Havok Spear"	1	1	1	""	0
380	309	255	255	"Fixed Fire"	0	1	1	"Nhận được nhiều hơn sát thương phép, tốc độ đánh và phòng thủ từ điểm tiềm năng (C)/(Nhấp chuột phải để hủy buff)"	0
381	309	255	255	"Fixed Fire Strengthener"	0	1	1	"Nhận được nhiều hơn sát thương phép, tốc độ đánh và phòng thủ từ điểm tiềm năng (C)/(Nhấp chuột phải để hủy buff)"	0
382	309	255	255	"Fixed Fire Mastery"	0	1	1	"Nhận được nhiều hơn sát thương phép, tốc độ đánh và phòng thủ từ điểm tiềm năng (C)/(Nhấp chuột phải để hủy buff)"	0
383	317	255	255	"Reflection Barrier"	0	1	1	"Hiệu ứng của Reflection Barrier"	0
384	318	255	255	"Exclusive Equipment Additional Effect - Weapon"	0	1	1	"The ability of the equipment is strengthened by wearing the character's exclusive equipment."	0
385	306	255	255	"20th Anniversary Event Level 16"	0	1	1	"EXP +20%"	0
386	306	255	255	"20th Anniversary Event Level 17"	0	1	1	"EXP +20%"	0
387	306	255	255	"20th Anniversary Event Level 18"	0	1	1	"EXP +20%"	0
388	306	255	255	"20th Anniversary Event Level 19"	0	1	1	"EXP +20%"	0
389	306	255	255	"20th Anniversary Event Level 20"	0	1	1	"EXP +20%"	0
390	306	255	255	"20th Anniversary Event Level 21"	0	1	1	"EXP +20%"	0
391	306	255	255	"20th Anniversary Event Level 22"	0	1	1	"EXP +20%"	0
392	306	255	255	"20th Anniversary Event Level 23"	0	1	1	"EXP +20%"	0
393	306	255	255	"20th Anniversary Event Level 24"	0	1	1	"EXP +20%"	0
394	306	255	255	"20th Anniversary Event Level 25"	0	1	1	"EXP +20%"	0
395	319	255	255	"Dex Booster"	0	1	1	"Tăng tốc độ chạy, tốc độ đánh và độ chính xác"	0
396	320	255	255	"Elemental Attack Power Increase"	0	1	1	"Tăng sát thương thuộc tính./(Có tác dụng khi trang bị Sách Thuộc Tính)."	0
397	321	255	255	"Elemental Defense Increase"	0	1	1	"Tăng thủ thuộc tính./(Có tác dụng khi trang bị Sách Thuộc Tính)."	0
398	320	255	255	"Elemental Attack Power Enhancement Skill"	0	1	1	"Tăng sát thương thuộc tính./(Có tác dụng khi trang bị Sách Thuộc Tính)."	0
399	321	255	255	"Elemental Defense Enhancement Skill"	0	1	1	"Tăng thủ thuộc tính./(Có tác dụng khi trang bị Sách Thuộc Tính)."	0
400	1	255	255	"Attack Power Enhancement Skill"	0	1	1	"Tăng sát thương"	0
401	2	255	255	"Defense Enhancement Skill"	0	1	1	"Tăng phòng thủ"	0
402	87	255	255	"Bless Enhancement Skill"	0	1	1	"Tăng toàn bộ điểm tiềm năng (C)"	2
403	322	12	83	"Wear Shining Tail"	0	0	1	"Cưỡi vệ thần"	0
404	322	12	84	"Wear Shining Tail (Rare)"	0	0	1	"Cưỡi vệ thần"	0
405	323	255	255	"Illusion Blade"	0	1	1	"Triệu hồi ảo ảnh kiếm và tăng sức tấn công của nhân vật"	0
406	323	255	255	"Illusion Blade Strenghtener"	0	1	1	"Triệu hồi ảo ảnh kiếm và tăng sức tấn công cũng như sát thương kĩ năng của nhân vật."	0
407	323	255	255	"Illusion Blade Mastery"	0	1	1	"Triệu hồi ảo ảnh kiếm và tăng sức tấn công, sát thương kĩ năng và tốc độ đánh của nhân vật."	0
408	323	255	255	"Illusion Blade Mastery"	0	1	1	"Triệu hồi ảo ảnh kiếm và tăng sức tấn công, sát thương kĩ năng và tốc độ đánh của nhân vật. /Tấn công kẻ thù tăng 5% sát thương."	0
409	324	255	255	"Illusion Avatar"	0	0	1	"Tạo ảo ảnh của Illusion Knight và tấn công quái vật ở gần."	0
410	325	255	255	"Damage Increase"	1	1	1	"Khi Illusion Knight tấn công quái vật, tất cả sát thương mà quái vật phải chịu tăng 5%."	0
411	326	255	255	"Season Pass - Tăng HP tối đa"	0	0	1	"Tăng HP tối đa +%d."	2	
412	327	255	255	"Season Pass - Tăng EXP cơ bản"	0	0	1	"Tăng EXP cơ bản +%0.1f%%."	2	
413	328	255	255	"Season Pass - Tăng hệ số nhân Tempest Muun"	0	0	1	"Tăng hệ số nhân Tempest Muun +%d lần."	2	
414	329	255	255	"Season Pass - [G] Mastery Horn Crystal"	0	0	1	"Tăng %0.3f%% cơ hội nhận được 'Mastery Spirit Crystal' khi giêt quái"	2	
415	330	255	255	"Season Pass - [P] Mastery Horn Crystal"	0	0	1	"Tăng %0.3f%% cơ hội nhận được 'Mastery Spirit Crystal' khi giêt quái"	2	
418	331	12	93	"Wear Ur"	0	0	1	"Guardian mount item"	0	
419	332	12	94	"Wear Ur (Rare)"	0	0	1	"Guardian mount item"	0	
420	333	14	366	"Piece of Pizza"	0	0	1	"Tăng 50% EXP cơ bản/Tăng 10 tốc độ đánh"	0	
424	123	255	255	"Wrath"	0	0	1	"Attack and combat power increase. Defense decreases."	0	
425	123	255	255	"Wrath Strengthener	0	0	1	"Attack and combat power increase. Defense decreases."	0	
426	116	14	69	"[PC Room] Blessing of Light (Advanced)"	0	0	1	"You are blessed with experience/acquire an additional 200% of the base experience."	0	
end
